Y,STATEQ,CENSUSDIV,CENSUSREG,A2,A3,A3A,A3B,A4_1,A4_2,A4_3,A4_4_2015,A4_5,A4_6,A4_99,A4A,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM32,AM22,X3,X4,A9,A10,A10A,AM7_2012,A21_2015,A22_2015,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J32,J33_1,B1,B2,B4,B31,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,EA_1,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G25_1,G25_2,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3,time,M6new,M7new,M8new,M9new,M10new,M31new,literacy,M6right,M7right,M8right,M9right,M10right,M31right,logA3A,logA3Asq,J2sq
-0.567673322,5,9,4,90017,1,42,3,1,0,1,0,0,0,0,3,6,1,1,1,3,6,1,NA,NA,NA,1,2,1,2,2,1,3,NA,NA,3,8,8,2,2,1,1,1,NA,1,1,4,6,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,NA,1,3,4,3,4,1,6,1,1,1,1,6,5,6,NA,NA,NA,NA,NA,2,2,3,2,NA,1,1.15143247,1.49913469,0.62712587,0,=$102,Exactly,Same,DK,TRUE,5-Feb,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3.737669618,13.97017418,64
-1.404225443,16,4,2,50313,2,40,9,1,0,0,0,0,0,0,1,6,1,2,1,1,5,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,1,4,3,1,2,2,1,2,NA,2,3,2,7,1,1,2,3,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,1,7,1,2,2,2,6,5,5,3,NA,NA,NA,NA,1,3,NA,3,1,NA,0.34802224,0.75438698,0.74625482,0,>$102,Less,DK,TRUE,DK,10-May,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3.688879454,13.60783163,9
1.001399139,7,1,1,6360,2,33,8,1,0,0,0,0,0,0,1,6,1,2,1,1,6,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,1,6,4,1,3,2,2,1,NA,2,1,5,2,1,1,2,3,1,3,1,2,1,2,2,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,1,1,2,2,2,6,7,5,NA,NA,NA,NA,NA,1,3,2,3,1,NA,0.27536103,1.11243979,0.81625585,0,>$102,Less,Fall,TRUE,DK,10-May,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3.496507561,12.22556513,16
-0.000188067,42,4,2,57719,2,29,8,0,1,0,0,0,0,0,2,6,1,2,1,3,3,2,3,2,6,1,2,2,4,2,1,6,NA,NA,1,7,4,2,3,1,2,1,NA,2,1,5,7,1,1,2,3,1,3,1,2,1,2,2,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,2,1,2,1,1,1,1,2,6,1,2,2,2,7,2,4,3,NA,NA,NA,NA,1,3,3,NA,1,NA,0.36580006,0.21541698,0.34251967,0,>$102,Less,Same,TRUE,DK,DK,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3.36729583,11.33868121,16
1.073753704,28,4,2,68116,2,43,9,1,0,0,0,0,0,0,1,7,1,2,1,2,5,3,NA,NA,NA,3,1,NA,4,2,1,NA,NA,NA,1,8,4,1,3,1,1,1,NA,2,1,5,2,1,1,2,3,2,NA,NA,1,1,2,2,1,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,2,1,2,2,2,7,7,6,3,NA,NA,NA,NA,1,3,1,2,1,2,0.34802224,0.45146508,0.71736241,0,>$102,Less,Rise,TRUE,FALSE,5-Feb,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.761200116,14.14662631,16
-0.45464141,49,5,3,25570,2,32,8,1,0,0,0,0,0,0,1,7,1,2,1,1,7,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,2,4,2,1,3,2,1,1,NA,1,1,5,2,1,1,2,3,1,3,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,6,1,2,2,2,5,5,5,3,NA,NA,NA,NA,1,3,1,2,1,2,0.72641514,0.2089488,0.47583041,0,>$102,Less,Rise,TRUE,FALSE,5-Feb,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.465735903,12.01132535,4
0.381910712,19,7,3,70433,2,37,9,1,0,1,0,0,0,0,3,6,1,2,1,2,7,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,1,8,9,3,3,1,1,1,NA,2,1,5,7,1,1,2,3,2,NA,NA,1,1,2,2,1,1,1,2,2,1,3,2,1,1,2,2,2,1,2,2,1,1,0,0,0,0,0,0,1,2,1,1,1,1,1,2,5,1,2,2,2,7,7,6,2,1,1,2,NA,1,3,2,3,1,2,1.69306394,0.3454564,0.60613675,0,>$102,Less,Fall,TRUE,FALSE,10-May,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3.610917913,13.03872817,81
-1.32509556,16,4,2,52228,2,33,8,1,0,0,0,0,0,0,1,6,1,2,1,1,5,3,NA,NA,NA,3,1,NA,2,1,1,NA,NA,NA,1,3,7,3,2,2,1,2,NA,2,2,5,5,1,1,1,3,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,0,0,0,0,0,0,2,3,1,1,1,1,1,2,6,1,2,1,1,6,6,4,NA,NA,NA,NA,NA,1,3,2,2,1,2,0.32076829,0.75312241,0.75793709,0,>$102,Less,Fall,TRUE,FALSE,5-Feb,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.496507561,12.22556513,49
0.843139373,3,8,4,85050,2,38,9,1,0,0,0,0,0,0,1,6,1,2,1,2,6,3,NA,NA,NA,3,1,NA,4,2,1,NA,NA,NA,1,8,8,2,3,1,1,1,NA,2,1,5,5,1,1,2,3,1,1,1,1,1,2,2,1,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,2,1,1,1,1,2,3,1,2,2,2,6,7,7,3,NA,NA,NA,NA,1,3,2,3,1,2,0.31325154,1.45757446,0.68293116,0,>$102,Less,Fall,TRUE,FALSE,10-May,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3.63758616,13.23203307,64
0.843139373,45,8,4,84037,1,30,2,1,0,0,0,0,0,0,1,7,1,2,1,2,6,3,NA,NA,NA,3,1,NA,2,4,1,NA,NA,NA,1,8,9,1,3,1,1,1,NA,2,1,5,6,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,3,2,1,1,2,2,2,1,2,2,1,0,0,0,0,0,0,0,2,2,2,1,1,1,1,2,3,1,2,2,2,7,7,7,2,1,1,1,NA,1,3,2,3,1,2,0.39935089,0.8059461,0.83397855,0,>$102,Less,Fall,TRUE,FALSE,10-May,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3.401197382,11.56814363,81
-0.07931795,1,6,3,35004,2,44,9,1,0,0,0,0,0,0,1,6,1,2,1,2,7,3,NA,NA,NA,2,1,NA,2,2,1,NA,NA,NA,1,8,7,3,3,2,1,1,NA,2,2,4,7,1,1,2,2,1,3,1,2,1,2,2,1,1,1,2,2,1,3,2,1,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,7,1,2,2,2,6,7,6,NA,NA,NA,NA,NA,1,3,2,NA,1,2,0.53909006,0.55915401,0.46944959,0,>$102,Less,Fall,TRUE,FALSE,DK,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3.784189634,14.32009119,49
1.001399139,7,1,1,6062,2,30,8,1,0,1,0,0,0,0,3,6,1,2,1,4,5,3,NA,NA,NA,3,1,NA,4,2,1,NA,NA,NA,3,6,5,1,3,2,2,1,NA,2,1,5,3,1,1,2,3,1,2,1,2,1,2,2,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,2,1,1,1,2,1,1,2,2,2,7,7,4,NA,NA,NA,NA,NA,1,3,NA,2,1,NA,0.47034913,1.23179408,1.01296517,0,>$102,Less,DK,TRUE,DK,5-Feb,4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3.401197382,11.56814363,25
-0.488543439,1,6,3,35057,2,45,10,1,0,0,0,0,0,0,1,5,1,2,1,1,6,3,NA,NA,NA,3,1,NA,2,2,1,NA,2,NA,1,7,7,3,2,2,2,1,NA,2,2,5,5,1,1,2,3,1,3,1,2,1,2,2,2,1,1,2,2,1,3,2,1,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,5,1,2,2,2,5,5,4,3,NA,NA,NA,NA,1,3,NA,3,1,2,0.81368267,1.0529525,1.14757185,0,>$102,Less,DK,TRUE,FALSE,10-May,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3.80666249,14.49067931,49
0.691654925,7,1,1,6066,1,45,4,1,0,0,0,0,0,0,1,6,1,2,1,1,8,3,NA,NA,NA,3,1,NA,2,1,1,NA,NA,NA,1,7,6,1,3,1,2,2,NA,2,2,5,7,1,1,2,3,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,0,1,0,0,0,0,0,0,1,2,2,1,1,1,1,2,3,1,2,2,2,6,7,5,1,NA,NA,NA,NA,1,3,4,2,1,2,0.34860613,1.22581536,0.84526713,0,>$102,Less,No relationship,TRUE,FALSE,5-Feb,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.80666249,14.49067931,36
-1.173611112,7,1,1,6473,2,49,10,1,1,0,0,0,0,0,5,4,1,2,1,4,5,3,NA,NA,NA,3,1,NA,1,2,1,NA,2,NA,1,4,8,3,2,2,1,2,NA,2,2,5,5,1,1,2,3,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,3,1,2,6,1,2,2,2,7,7,6,2,2,1,2,NA,1,3,4,3,1,NA,0.29385016,1.11554112,0.7454768,0,>$102,Less,No relationship,TRUE,DK,10-May,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3.891820298,15.14626523,64
1.152883587,45,8,4,84075,1,34,2,1,0,0,0,0,0,0,1,7,1,2,1,2,6,3,NA,NA,NA,3,1,NA,2,3,1,NA,NA,NA,1,7,8,1,3,1,2,1,NA,2,1,5,5,1,1,2,3,1,3,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,1,1,2,2,2,7,7,6,NA,NA,NA,NA,NA,1,3,2,2,1,2,0.39935089,0.8059461,0.83397855,0,>$102,Less,Fall,TRUE,FALSE,5-Feb,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.526360525,12.43521855,64
0.691654925,45,8,4,84015,1,34,2,1,0,0,0,0,0,0,1,6,1,2,1,2,5,3,NA,NA,NA,3,1,NA,2,4,1,NA,NA,NA,1,7,4,3,3,1,2,1,NA,2,1,5,4,1,1,2,3,1,3,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,3,1,2,1,1,7,5,5,2,1,1,1,NA,1,3,2,2,1,2,0.39935089,0.8059461,0.83397855,0,>$102,Less,Fall,TRUE,FALSE,5-Feb,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.526360525,12.43521855,16
0.381910712,3,8,4,85383,2,29,8,1,0,0,0,0,0,0,1,7,1,2,1,2,8,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,3,8,3,1,3,1,1,1,NA,2,1,5,3,1,1,2,3,1,3,1,1,1,2,2,2,1,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,5,1,2,2,2,7,6,5,2,2,2,1,NA,1,NA,NA,NA,1,2,0.28872051,1.31263409,0.6546823,0,>$102,DK,DK,TRUE,FALSE,DK,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3.36729583,11.33868121,9
-1.173611112,1,6,3,35898,2,55,11,1,0,0,0,0,0,0,1,6,1,2,1,1,6,3,NA,NA,NA,3,1,NA,2,1,1,NA,NA,NA,3,4,4,3,2,1,2,2,NA,1,1,5,6,1,1,1,3,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,0,0,1,0,0,0,0,0,2,2,1,1,1,1,1,2,6,1,2,1,2,6,7,7,2,1,1,1,NA,1,3,1,3,1,2,0.57583998,0.65234914,0.50521606,0,>$102,Less,Rise,TRUE,FALSE,10-May,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,4.007333185,16.05871926,16
0.461040595,16,4,2,50421,2,27,8,1,0,0,0,0,0,0,1,5,1,2,1,2,5,3,NA,NA,NA,3,1,NA,4,2,1,NA,2,NA,1,7,5,3,3,2,2,2,NA,2,2,5,4,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,4,1,2,2,2,5,5,6,3,NA,NA,NA,NA,2,1,2,4,1,2,0.48415584,1.0231195,0.99350353,0,=$102,More,Fall,TRUE,FALSE,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3.295836866,10.86254065,25
1.152883587,45,8,4,84092,2,39,9,1,0,0,0,0,0,0,1,6,1,2,1,3,7,3,NA,NA,NA,3,1,NA,3,2,1,NA,NA,NA,3,7,6,1,3,1,1,1,NA,2,1,5,6,1,1,2,3,1,3,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,1,1,2,2,2,6,5,5,2,1,1,1,NA,1,3,NA,4,1,2,0.31325154,0.59757985,0.65357721,0,>$102,Less,DK,TRUE,FALSE,4,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3.663561646,13.42168393,36
-0.705607132,19,7,3,70726,2,33,8,1,0,0,0,0,0,0,1,6,1,2,1,2,6,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,1,1,3,3,2,2,2,2,NA,2,3,5,7,1,1,1,3,1,1,1,2,1,2,2,2,1,1,1,2,1,3,2,1,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,2,4,2,1,1,1,1,2,2,1,1,2,2,3,1,3,2,2,1,2,NA,NA,NA,NA,NA,1,NA,0.913566,0.42129385,0.55003903,0,DK,DK,DK,TRUE,DK,DK,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.496507561,12.22556513,9
-0.330283672,25,6,3,39047,2,49,10,1,0,0,0,0,0,0,1,6,1,2,1,1,6,3,NA,NA,NA,2,1,NA,1,2,1,NA,NA,NA,3,5,3,1,2,1,1,1,NA,2,2,5,6,1,1,2,3,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,3,1,1,1,1,6,5,5,3,NA,NA,NA,NA,1,3,2,2,1,2,0.53909006,0.33707491,0.35997357,0,>$102,Less,Fall,TRUE,FALSE,5-Feb,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.891820298,15.14626523,9
-1.404225443,46,1,1,5461,2,28,8,1,0,0,0,0,0,0,1,5,1,2,1,2,4,3,NA,NA,NA,3,1,NA,2,2,1,NA,2,NA,1,4,5,3,2,2,2,2,NA,1,3,3,7,1,1,1,3,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,7,1,2,2,1,4,4,3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,0.41561979,0.26660391,0.91229171,0,>$102,DK,DK,TRUE,DK,DK,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3.33220451,11.1035869,25
1.455852482,46,1,1,5457,2,33,8,1,0,0,0,0,0,0,1,5,1,2,1,2,6,3,NA,NA,NA,3,1,NA,3,2,1,NA,2,NA,3,9,6,3,3,1,2,2,NA,2,1,5,5,1,1,1,3,1,3,1,2,1,2,2,1,1,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,1,1,2,2,2,7,7,5,NA,NA,NA,NA,NA,1,3,NA,3,1,NA,0.41561979,0.26660391,0.91229171,0,>$102,Less,DK,TRUE,DK,10-May,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3.496507561,12.22556513,36
1.304368035,27,8,4,59833,2,36,9,1,0,0,0,0,0,0,1,6,1,2,1,4,6,3,NA,NA,NA,3,1,NA,4,2,1,NA,NA,NA,3,8,8,1,3,1,2,1,NA,2,1,5,3,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,1,1,2,2,2,6,6,6,NA,NA,NA,NA,NA,1,3,NA,3,1,NA,0.31325154,0.24234653,0.56296484,0,>$102,Less,DK,TRUE,DK,10-May,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3.583518938,12.84160798,64
0.691654925,16,4,2,51041,1,49,4,1,0,0,0,0,0,0,1,6,1,2,1,3,6,3,NA,NA,NA,3,1,NA,1,2,1,NA,NA,NA,1,7,3,3,3,1,1,1,NA,2,1,5,5,1,1,2,3,1,2,2,1,1,2,2,1,1,1,2,2,1,3,1,2,2,2,2,2,1,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,3,1,2,2,2,7,7,5,3,NA,NA,NA,NA,1,3,1,2,1,2,0.40609157,0.83310811,0.79983426,0,>$102,Less,Rise,TRUE,FALSE,5-Feb,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3.891820298,15.14626523,9
-0.798287653,6,8,4,80110,2,52,10,1,0,0,0,0,0,0,1,3,1,2,1,3,4,3,NA,NA,NA,3,1,NA,1,2,1,NA,2,NA,1,8,2,3,2,2,2,2,NA,2,NA,3,7,1,1,2,3,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,3,1,1,7,1,2,1,2,7,7,7,NA,NA,NA,NA,NA,1,3,1,4,NA,1,0.47281033,2.0407876,1.0090358,0,>$102,Less,Rise,DK,TRUE,4,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.951243719,15.61232692,4
-0.303156962,15,3,2,46979,1,50,4,1,0,0,0,0,0,0,1,4,1,2,1,2,5,2,4,2,4,3,1,NA,6,2,1,NA,2,NA,3,5,3,3,3,1,1,2,NA,2,2,5,1,1,1,2,3,1,3,1,2,1,2,2,2,1,1,2,2,1,3,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,6,1,1,2,2,6,5,5,2,1,2,2,2,3,3,3,NA,1,NA,1.81727166,0.8867017,1.05046589,0,<$102,Less,Same,TRUE,DK,DK,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3.912023005,15.30392399,9
0.38868603,17,4,2,66861,2,37,9,1,0,0,0,0,0,0,1,2,1,2,1,1,6,3,NA,NA,NA,3,1,NA,2,2,1,NA,2,NA,3,5,7,1,3,2,1,2,NA,2,1,5,4,1,1,2,3,1,3,1,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,3,1,2,1,2,7,7,7,3,NA,NA,NA,NA,1,1,NA,3,1,2,0.52529195,0.95590905,0.95114524,0,>$102,More,DK,TRUE,FALSE,10-May,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3.610917913,13.03872817,49
0.612525042,48,9,4,98059,2,45,10,1,0,0,0,0,0,0,1,6,1,2,1,2,6,3,NA,NA,NA,3,1,NA,3,2,1,NA,NA,NA,1,8,5,3,3,1,1,2,NA,2,2,5,5,1,1,2,3,2,NA,NA,1,1,2,2,1,1,1,2,2,1,3,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,4,1,2,2,2,6,6,5,3,NA,NA,NA,NA,1,3,NA,NA,1,NA,1.16326021,0.55848444,0.7295684,0,>$102,Less,DK,TRUE,DK,DK,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3.80666249,14.49067931,25
-0.416188874,47,5,3,20110,1,33,2,1,0,0,0,0,0,0,1,7,1,2,1,3,6,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,1,9,9,1,2,1,1,1,NA,1,1,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,3,2,3,3,1,6,1,1,2,1,5,5,6,1,NA,NA,NA,NA,1,1,1,1,1,1,1.00475899,1.01461858,0.88839016,0,>$102,More,Rise,TRUE,TRUE,<2,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3.496507561,12.22556513,81
1.073753704,50,3,2,54162,2,29,8,1,0,0,0,0,0,0,1,6,1,2,1,3,5,3,NA,NA,NA,3,1,NA,3,2,1,NA,NA,NA,3,8,7,1,3,2,1,2,NA,2,1,5,6,1,1,1,3,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,NA,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,2,1,2,2,2,6,7,6,3,NA,NA,NA,NA,1,3,NA,3,1,2,0.95102859,0.60811021,0.73096241,0,>$102,Less,DK,TRUE,FALSE,10-May,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3.36729583,11.33868121,49
-0.488543439,31,2,1,7834,2,69,12,1,0,0,0,0,0,0,1,7,1,2,1,3,7,3,NA,NA,NA,3,1,NA,8,8,2,NA,NA,NA,1,7,5,3,2,1,2,NA,2,2,1,5,7,1,1,2,3,1,3,2,1,2,2,2,1,1,1,1,2,1,3,2,1,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,5,1,2,2,NA,7,7,6,2,1,2,2,NA,1,3,NA,2,1,NA,1.5716787,0.69837638,0.85196813,0,>$102,Less,DK,TRUE,DK,5-Feb,4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,4.234106505,17.92765789,25
0.922269256,43,6,3,37934,2,45,10,1,0,0,0,0,0,0,1,4,1,2,1,2,5,3,NA,NA,NA,3,1,NA,4,2,1,NA,2,NA,1,7,3,1,3,1,2,2,NA,2,1,5,NA,1,1,2,3,1,3,1,1,1,2,2,1,1,1,1,2,1,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,2,1,2,2,2,7,6,6,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,0.81368267,1.3672514,0.97467877,0,>$102,DK,DK,TRUE,DK,DK,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3.80666249,14.49067931,9
0.072166498,39,2,1,15220,1,34,2,1,0,0,0,0,0,0,1,7,1,2,1,2,7,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,1,9,9,3,3,1,1,2,NA,1,3,5,6,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,3,2,1,2,2,2,1,1,2,2,2,1,0,0,0,0,0,0,0,2,1,2,2,3,3,2,2,7,1,2,2,2,6,7,7,NA,NA,NA,NA,NA,1,3,2,2,1,2,1.87579219,1.02418279,0.91573399,0,>$102,Less,Fall,TRUE,FALSE,5-Feb,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.526360525,12.43521855,81
-0.488543439,29,8,4,89015,1,53,4,1,0,0,0,0,0,0,1,4,1,4,1,1,4,2,4,2,1,3,1,NA,1,2,1,NA,2,NA,1,7,8,1,2,1,2,1,NA,1,1,4,6,1,1,2,3,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,0,0,1,0,0,0,0,0,1,2,2,1,1,1,1,2,5,1,2,2,2,7,7,6,2,2,2,1,1,1,3,2,2,1,2,0.55170119,1.22778613,1.23642709,0,>$102,Less,Fall,TRUE,FALSE,5-Feb,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.970291914,15.76321788,64
-0.072542631,11,5,3,30075,1,55,5,1,0,0,0,0,0,0,1,7,1,2,1,1,8,3,NA,NA,NA,3,1,NA,1,1,1,NA,NA,NA,3,5,6,1,3,1,2,1,NA,2,1,5,7,1,1,2,3,1,3,1,1,1,2,2,1,1,1,2,2,1,3,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,5,1,2,5,1,2,2,2,5,6,5,3,NA,NA,NA,NA,1,3,2,2,1,2,0.89467562,1.17060417,0.84186424,0,>$102,Less,Fall,TRUE,FALSE,5-Feb,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.007333185,16.05871926,36
1.455852482,11,5,3,30041,1,36,3,1,0,0,0,0,0,0,1,7,1,4,1,1,6,3,NA,NA,NA,3,1,NA,2,2,1,NA,NA,NA,1,9,9,3,3,1,1,1,NA,1,2,3,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,1,1,2,1,1,1,2,1,7,6,6,2,1,2,1,NA,1,3,1,3,1,2,0.9196391,1.15469417,0.80295393,0,>$102,Less,Rise,TRUE,FALSE,10-May,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,3.583518938,12.84160798,81
1.001399139,15,3,2,46235,2,41,9,1,0,0,0,0,0,0,1,2,1,2,1,1,6,3,NA,NA,NA,2,1,NA,4,4,1,NA,2,NA,2,6,5,1,3,1,1,1,NA,2,2,4,3,1,1,2,3,1,2,NA,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,1,1,2,1,2,1,1,2,2,2,6,4,4,3,NA,NA,NA,NA,1,2,NA,3,1,2,1.55740973,0.86499649,0.97809033,0,>$102,Exactly,DK,TRUE,FALSE,10-May,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,3.713572067,13.79061749,25
